,Unnamed: 0,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature,track_title,album_title,album_artist,track_number,total_tracks,order,song_timbre,song_timbre_start,song_timbre_end,loudness_start,loudness_end
70,0,0.45,0.286,1,-14.264,1,0.0342,0.95,0.653,0.127,0.044,107.993,5mh5ihBVfp0LuBZxPUjDlP,202147,4,"Flynn Lives - From ""TRON: Legacy""/Score",TRON: Legacy (Original Soundtrack),Daft Punk,20,24,0.833333333,0.16656006175626084,0.33961850671439264,0.8389292832364047,-43.2635,-23.52
71,0,0.432,0.822,1,-9.162,0,0.0426,1.72e-05,0.878,0.36,0.0529,101.998,33tPQKFvgYsjTTBlvTUvze,197827,4,"TRON Legacy (End Titles) - From ""TRON: Legacy""/Score",TRON: Legacy (Original Soundtrack),Daft Punk,21,24,0.875,0.24040053286504068,0.3969057667650058,0.7245505685082456,-20.4625,-47.074
72,0,0.111,0.104,5,-15.009,1,0.045,0.93,0.915,0.103,0.0292,88.519,2DVrcijQoJFGwW7yXdmp9Y,262293,3,"Finale - From ""TRON: Legacy""/Score",TRON: Legacy (Original Soundtrack),Daft Punk,22,24,0.916666667,0.4045370678772119,0.4975941768465577,0.37428815226042644,-50.0582,-50.761
73,0,0.17,0.0453,8,-21.832,0,0.0408,0.759,0.914,0.104,0.0355,74.296,4Dluf2HCFM7jnkfOhAAPNN,189840,3,"Father and Son - From ""TRON: Legacy""/Score",TRON: Legacy (Original Soundtrack),Daft Punk,23,24,0.958333333,0.3653058844098573,0.33892409028229054,0.608644958274116,-14.799333333333337,-47.33
74,0,0.436,0.312,0,-17.857,1,0.0298,0.694,0.748,0.304,0.0761,113.192,0Z9tg5CfbvYbOa32YM0h55,173893,4,"Outlands, Part II - From ""TRON: Legacy""/Score",TRON: Legacy (Original Soundtrack),Daft Punk,24,24,1.0,0.17608548529057244,0.09385930953173681,0.12403132537802686,-11.569300000000002,-55.414
75,0,0.104,0.0818,1,-14.773,1,0.0483,0.873,0.976,0.132,0.0378,72.639,3vYg8WcDdRyiHfOpfjqlTa,148013,3,"Overture - From ""TRON: Legacy""/Score",TRON: Legacy,Daft Punk,1,22,0.045454545,0.2736462415705451,0.653913583229955,0.39271794691661754,-32.2315,-52.006
76,0,0.548,0.496,1,-13.466,1,0.0355,0.302,0.135,0.321,0.0973,102.062,4Bvxi5oUS3M4DezTfsd5pp,96747,5,"The Grid - From ""TRON: Legacy""/Score",TRON: Legacy,Daft Punk,2,22,0.090909091,0.262438093407276,0.7369218717825009,0.9267018718057449,-32.758909090909086,-27.805
77,0,0.543,0.775,0,-17.616,0,0.052,0.901,0.902,0.258,0.0222,106.018,1xPec5BN0Zxv77zrWKq43S,95227,4,"The Son of Flynn - From ""TRON: Legacy""/Score",TRON: Legacy,Daft Punk,3,22,0.136363636,0.3022877776100235,0.692436245602581,0.4778107805854305,-16.771555555555555,-55.036
78,0,0.577,0.539,1,-14.684,1,0.0404,0.481,0.575,0.108,0.0578,103.993,0sl4vCvb4kyAnTDGqN94pb,157707,4,"Recognizer - From ""TRON: Legacy""/Score",TRON: Legacy,Daft Punk,4,22,0.181818182,0.1891340058763272,0.5060599678754396,1.0,-41.20649999999999,-15.649
79,0,0.384,0.0475,5,-23.951,0,0.0372,0.677,0.924,0.115,0.033,95.997,4AH5yql7KezJBvVBdW90Dc,122987,4,"Armory - From ""TRON: Legacy""/Score",TRON: Legacy,Daft Punk,5,22,0.227272727,0.17811976401554777,0.23188572410890634,0.9999999999999999,-17.887999999999998,-9.273
80,0,0.334,0.423,1,-13.562,1,0.0348,0.0173,0.994,0.0732,0.0859,100.058,2aUDpZRSit5Zg2R6L5r6dW,93227,4,"Arena - From ""TRON: Legacy""/Score",TRON: Legacy,Daft Punk,6,22,0.272727273,0.2084757380177296,0.4688402801835391,1.0,-30.266000000000002,-11.204
