Unnamed: 0.1,Unnamed: 0,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature,track_title,album_title,album_artist,track_number,total_tracks,order,song_timbre,song_timbre_start,song_timbre_end,loudness_start,loudness_end,kmeans1,kmeans2,kmeans3
1110,0,0.714,0.417,2,-11.085,0,0.0426,0.209,0.0,0.105,0.213,144.064,4OfnDoi5VOPsXtwnofq6aL,104219,3,Tell The Vision,Donda,Kanye West,19,27,0.703703704,0.1705888719602583,0.322323701166917,0.4692654015710799,-13.3025,-56.791,0,0,0
1111,0,0.711,0.428,1,-7.274,0,0.307,0.145,0.0,0.534,0.197,83.036,5Iq6pIudd4KfuxZqf8872b,162108,4,Lord I Need You,Donda,Kanye West,20,27,0.740740741,0.3250350639216955,0.5176163236857578,0.7577847700254385,-18.0835,-29.582,0,0,0
1112,0,0.381,0.528,5,-6.997,1,0.0449,0.102,0.0,0.269,0.256,97.207,5aqUqSq0SqGBAqEn27PEzc,358622,4,Pure Souls,Donda,Kanye West,21,27,0.777777778,0.2946762664967546,0.45678169278777,1.0,-23.97855555555556,-19.302,0,0,0
1113,0,0.44,0.465,3,-6.592,1,0.0318,0.689,1.26e-06,0.384,0.241,126.937,5xvXeuxISyXJDRbZZf4uzd,310394,4,Come to Life,Donda,Kanye West,22,27,0.814814815,0.3839704226539751,0.6903091309403,0.7577115316318961,-44.56375,-38.296,0,0,0
1114,0,0.161,0.327,1,-8.059,0,0.0341,0.00632,0.792,0.138,0.0815,135.382,3hd6zLhnTlbJ8PupYt3cAI,178061,3,No Child Left Behind,Donda,Kanye West,23,27,0.851851852,0.439526169656651,0.4990114217624632,0.5530574132293886,-48.62366666666666,-46.343,1,2,1
1115,0,0.7,0.572,4,-6.459,1,0.0515,0.453,0.0,0.0871,0.686,109.985,2H8jWuNmluerTEsuh8Gu6y,297000,4,Jail pt 2,Donda,Kanye West,24,27,0.888888889,0.3876444678329502,0.7531853040670154,0.3214196169470115,-31.513250000000003,-48.586,0,0,0
1116,0,0.641,0.473,11,-9.068,0,0.422,0.406,2.14e-06,0.13,0.412,82.295,5ad5uryyzVWs95bK3myGkw,204630,4,Ok Ok pt 2,Donda,Kanye West,25,27,0.925925926,0.3499118558765655,0.6765921404395645,0.6180726386082734,-41.44328571428572,-47.292,0,0,0
1117,0,0.753,0.767,7,-3.773,1,0.0731,0.309,0.0,0.279,0.258,148.13,2auYgZ1GcTkWj2bOaE2Wwm,182635,4,Junya pt 2,Donda,Kanye West,26,27,0.962962963,0.2079704498484574,0.1814152476752749,0.9984250169365882,-16.529833333333332,-2.887,0,0,0
1118,0,0.524,0.726,8,-6.628,1,0.0941,0.0705,0.0192,0.0877,0.146,107.4,360VkSTITvF55weIKoaNTw,690732,5,Jesus Lord pt 2,Donda,Kanye West,27,27,1.0,0.1936427490176934,0.3537632456343539,1.0,-16.52827272727273,-10.006,0,0,0
1119,0,0.588,0.793,7,-6.23,1,0.0794,0.466,0.000647,0.913,0.694,76.997,1WnqWQcWcuQbVzgE7ecfCY,112239,5,Every Hour,JESUS IS KING,Kanye West,1,11,0.090909091,0.1770192928586116,0.3382686971226682,0.3977601072474048,-42.596,-56.801,0,0,0
1120,0,0.482,0.618,9,-5.673,0,0.197,0.647,0.000859,0.32,0.146,90.076,39JRmdKFka1Oe09FoOCPI4,164620,3,Selah,JESUS IS KING,Kanye West,2,11,0.181818182,0.290629364290745,0.7097195179393758,0.6631609467253523,-28.49528571428572,-54.234,0,0,0
1121,0,0.529,0.9,1,-3.503,1,0.418,0.000248,1.21e-05,0.0426,0.434,180.291,2QpGZOhTCHHiKmpSO9FW4h,104591,4,Follow God,JESUS IS KING,Kanye West,3,11,0.272727273,0.2415894725581959,0.3739563259930584,0.3294764289084867,-22.9975,-46.004,0,0,0
1122,0,0.799,0.291,11,-7.353,0,0.0318,0.873,0.000641,0.139,0.406,97.984,3JWiDGQX2eTlFvKj3Yssj3,151873,4,Closed On Sunday,JESUS IS KING,Kanye West,4,11,0.363636364,0.2946762664967546,0.45678169278777,1.0,-23.97855555555556,-19.302,0,0,0
1123,0,0.41,0.886,9,-4.413,0,0.155,0.0671,0.0,0.461,0.393,72.577,2SasoXZyv82yYgHiVOvxQn,136351,4,On God,JESUS IS KING,Kanye West,5,11,0.454545455,0.3014024648205121,0.759265290009148,0.5983379930128386,-32.438500000000005,-40.924,0,0,0
1124,0,0.894,0.416,9,-6.823,0,0.0538,0.312,0.0,0.146,0.463,116.96,24bnCCysWnbNRNUT4LpHcP,116560,4,Everything We Need,JESUS IS KING,Kanye West,6,11,0.545454545,0.3245068277525042,0.7024709897474173,0.3014554149245445,-22.269571428571428,-52.266,0,0,0
1125,0,0.505,0.281,2,-12.404,1,0.1,0.57,0.000254,0.163,0.283,82.338,454Epa1vrCGFddHXKyC1kb,168420,4,Water,JESUS IS KING,Kanye West,7,11,0.636363636,0.2889395979688967,0.5966388734716228,0.9391681822092948,-18.931,-43.753,0,0,0
1126,0,0.656,0.637,1,-3.867,1,0.0256,0.34,0.0,0.187,0.267,105.037,6xRWoYwfwIKnT8bQGzKbxR,203141,4,God Is,JESUS IS KING,Kanye West,8,11,0.727272727,0.2222392601488984,0.2891041650255145,1.0,-14.585125,-10.137,0,0,0
1127,0,0.514,0.393,1,-8.72,0,0.529,0.558,0.0,0.282,0.598,78.039,7r6aR2f57resC5r93LwMfK,203174,4,Hands On,JESUS IS KING,Kanye West,9,11,0.818181818,0.2845074246660124,0.4513662990170922,1.0,-30.165750000000003,-24.363,2,1,2
1128,0,0.611,0.459,0,-3.926,0,0.0422,0.614,0.0,0.126,0.177,148.28,0oPOuDmmkVp3h6puekhs6P,213878,4,Use This Gospel,JESUS IS KING,Kanye West,10,11,0.909090909,0.4317197523126099,0.6636261087690749,0.4560972606792204,-15.150000000000002,-44.08,0,0,0
1129,0,0.243,0.26,4,-5.876,0,0.0305,0.828,4.03e-05,0.532,0.327,76.61,7sBgFMWqDWQgrsNSpIBoe8,49293,3,Jesus Is Lord,JESUS IS KING,Kanye West,11,11,1.0,0.2525421094708149,0.5381118617153532,1.0,-21.98311111111111,-17.693,0,0,0
1130,0,0.766,0.465,8,-5.869,1,0.07,0.113,7.16e-05,0.0879,0.376,110.676,0AMjUK53EXfzcB4fAPcBL0,165053,4,Feel The Love,KIDS SEE GHOSTS,KIDS SEE GHOSTS,1,7,0.142857143,0.412115044619889,0.7112608552019452,0.2281865678201611,-23.252888888888886,-11.553,0,0,0
1131,0,0.71,0.753,1,-3.862,0,0.242,0.46,8.54e-06,0.219,0.371,104.982,3W9uJeeUQ40Kx19pkysG97,140520,4,Fire,KIDS SEE GHOSTS,KIDS SEE GHOSTS,2,7,0.285714286,0.1516821221820232,0.3447693910551576,0.6651376325843722,-21.7085,-14.744,0,0,0
1132,0,0.764,0.527,1,-6.791,1,0.399,0.285,1.1e-05,0.614,0.743,171.99,60CBcR6yS8yrrVdBvb9yEg,153347,4,4th Dimension,KIDS SEE GHOSTS,KIDS SEE GHOSTS,3,7,0.428571429,0.2468758712486316,0.29360908805922,0.7299402770133361,-21.48611111111111,-19.005,0,0,0
1133,0,0.348,0.813,9,-4.876,0,0.0738,0.00527,0.0,0.141,0.291,151.589,3TmTnuVvsudGOvYjg1ewkF,206613,4,Freeee (Ghost Town Pt. 2),KIDS SEE GHOSTS,KIDS SEE GHOSTS,4,7,0.571428571,0.2562248279534947,0.3917791764991366,1.0,-9.4571,-6.056,0,0,0
1134,0,0.519,0.596,0,-7.53,1,0.0371,0.364,0.0328,0.215,0.25,100.965,3tH2Z3vjBnqZEUBr9ecqMT,324667,4,Reborn,KIDS SEE GHOSTS,KIDS SEE GHOSTS,5,7,0.714285714,0.3367327579158091,0.4379570384916801,0.830435296101054,-18.66625,-19.816,0,0,0
1135,0,0.838,0.684,2,-6.992,1,0.0443,0.106,7.07e-05,0.123,0.319,94.983,28dCbcfacQ6MajjhmS1dvR,245107,4,Kids See Ghosts,KIDS SEE GHOSTS,KIDS SEE GHOSTS,6,7,0.857142857,0.2639481037407404,0.3034941177840292,0.4877454341169984,-28.672200000000004,-32.422,0,0,0
1136,0,0.734,0.512,8,-6.738,0,0.0327,0.428,0.0,0.132,0.311,110.028,0bbiwTBt9B0oj2IltFxV6R,197040,4,Cudi Montage,KIDS SEE GHOSTS,KIDS SEE GHOSTS,7,7,1.0,0.2620474304689918,0.5882761480741989,0.6387987078920028,-51.96771428571429,-0.471,0,0,0
1137,0,0.58,0.469,0,-5.946,0,0.104,0.126,7.32e-05,0.099,0.369,110.573,3aUFrxO1B8EW63QchEl3wX,165053,4,Feel The Love,KIDS SEE GHOSTS,KIDS SEE GHOSTS,1,7,0.142857143,0.2211890038013165,0.3893903518493795,0.3493509616904607,-50.40271428571428,-56.41,0,0,0
1138,0,0.709,0.751,6,-3.801,1,0.16,0.472,4.71e-06,0.182,0.37,104.999,7oHkit3F3vimtsBbnZkU0G,140527,4,Fire,KIDS SEE GHOSTS,KIDS SEE GHOSTS,2,7,0.285714286,0.2019150707880421,0.4851995375319384,0.7355129810265825,-17.6241,-17.193,0,0,0
1139,0,0.765,0.542,1,-6.755,1,0.39,0.278,1.87e-05,0.609,0.734,171.945,6JyEh4kl9DLwmSAoNDRn5b,153351,4,4th Dimension,KIDS SEE GHOSTS,KIDS SEE GHOSTS,3,7,0.428571429,0.1904404393082841,0.2027244562173887,1.0,-13.13375,-7.146,0,0,0
1140,0,0.334,0.81,9,-4.855,0,0.0632,0.00457,0.0,0.158,0.306,151.643,7GRTrWsP3yo2Fx8umJfA1X,206605,4,Freeee (Ghost Town Pt. 2),KIDS SEE GHOSTS,KIDS SEE GHOSTS,4,7,0.571428571,0.2867902556201042,0.5017107867407697,0.6129328061723878,-15.447571428571424,-51.51,0,0,0
1141,0,0.585,0.597,0,-7.499,1,0.037,0.339,0.0404,0.195,0.227,100.051,4RVbK6cV0VqWdpCDcx3hiT,324674,4,Reborn,KIDS SEE GHOSTS,KIDS SEE GHOSTS,5,7,0.714285714,0.3716985139843121,0.5035611895701553,0.2881719085270274,-30.33355555555556,-55.991,0,0,0
1142,0,0.841,0.682,2,-7.007,1,0.0458,0.113,9.65e-05,0.131,0.338,94.985,2I3dW2dCBZAJGj5X21E53k,245098,4,Kids See Ghosts,KIDS SEE GHOSTS,KIDS SEE GHOSTS,6,7,0.857142857,0.3440633457942412,0.3720274002826743,0.5995338164686692,-13.176375,-14.85,0,0,0
1143,0,0.729,0.504,8,-6.784,0,0.0321,0.401,1.44e-06,0.121,0.305,110.011,4kUZvXB3LC3an3HX6h0s17,197001,4,Cudi Montage,KIDS SEE GHOSTS,KIDS SEE GHOSTS,7,7,1.0,0.3361599654587076,0.3871949373204266,0.7264823864982666,-25.29655555555556,-20.052,0,0,0
1144,0,0.752,0.396,2,-7.932,1,0.411,0.867,0.0,0.0486,0.417,116.016,0yhxBvedRdGxsPZHJNI4VA,274187,4,I Thought About Killing You,ye,Kanye West,1,7,0.142857143,0.3157648165108832,0.5390125736351756,1.0,-25.527,-13.185,0,0,0
1145,0,0.683,0.776,1,-3.251,0,0.341,0.15,0.0,0.227,0.223,173.996,1qsHYUd2c1wFGcn7e63QmG,188773,4,Yikes,ye,Kanye West,2,7,0.285714286,0.2244197962179156,0.4372403265653842,1.0,-24.14525,-4.249,0,0,0
1146,0,0.925,0.31,11,-6.531,0,0.291,0.123,0.0,0.0931,0.291,121.927,3U21A07gAloCc4P7J8rxcn,145507,4,All Mine,ye,Kanye West,3,7,0.428571429,0.2114932695267467,0.4073572608283255,0.512720687937345,-15.300999999999998,-41.293,0,0,0
1147,0,0.556,0.432,3,-8.551,1,0.545,0.495,0.0,0.308,0.352,164.235,1nGoy0cEj0extAwXYNYTWd,205547,4,Wouldn't Leave,ye,Kanye West,4,7,0.571428571,0.2303364500512063,0.1324699869350756,0.2553092312857833,-9.672181818181816,-5.835,2,1,2
1148,0,0.643,0.646,10,-2.442,0,0.0629,0.0393,0.0,0.109,0.35,80.174,35KV2Nuib6jPMVN00O8iba,123040,4,No Mistakes,ye,Kanye West,5,7,0.714285714,0.2487625274431772,0.5489245991804782,0.5007522500632495,-27.21425,-56.029,0,0,0
1149,0,0.573,0.545,7,-4.247,0,0.0288,0.0969,0.0,0.329,0.297,83.378,7vgTNTaEz3CsBZ1N4YQalM,271387,4,Ghost Town,ye,Kanye West,6,7,0.857142857,0.259578292219962,0.4523773100027008,0.4791801458587364,-34.36944444444445,-54.872,0,0,0
1150,0,0.669,0.419,1,-6.724,0,0.522,0.376,0.0,0.187,0.0397,109.813,3s7MCdXyWmwjdcWh7GWXas,215320,4,Violent Crimes,ye,Kanye West,7,7,1.0,0.2027716572152223,0.1911976642190144,0.9777531252453744,-15.5277,-22.684,2,1,2
1151,0,0.592,0.403,0,-8.768,0,0.414,0.62,0.0,0.54,0.391,105.169,1eQBEelI2NCy7AUTerX0KS,320680,4,Ultralight Beam,The Life Of Pablo,Kanye West,1,20,0.05,0.334011014052015,0.4676046088149931,0.5568677579431947,-39.43922222222223,-56.785,0,0,0
1152,0,0.724,0.573,7,-4.113,1,0.0549,0.118,0.0,0.538,0.438,113.088,4KW1lqgSr8TKrvBII0Brf8,135920,4,Father Stretch My Hands Pt. 1,The Life Of Pablo,Kanye West,2,20,0.1,0.3058901139754696,0.4651164980459766,1.0000000000000002,-47.11229999999999,-15.597,0,0,0
1153,0,0.674,0.752,11,-4.073,1,0.333,0.552,0.0,0.787,0.236,145.076,1Wsbr1d2BouNGk2q92mIj7,130293,4,Pt. 2,The Life Of Pablo,Kanye West,3,20,0.15,0.2720623723832823,0.293081403459805,0.7699884921734454,-18.825888888888887,-49.748,0,0,0
1154,0,0.465,0.735,6,-3.715,1,0.117,0.0711,0.0,0.0975,0.409,173.935,19a3JfW8BQwqHWUMbcqSx8,196040,4,Famous,The Life Of Pablo,Kanye West,4,20,0.2,0.2165892883963016,0.4203059620876124,0.9711017703582668,-16.14918181818182,-28.956,0,0,0
1155,0,0.811,0.566,8,-6.033,0,0.517,0.563,0.0,0.104,0.169,100.224,49fT6owWuknekShh9utsjv,147240,4,Feedback,The Life Of Pablo,Kanye West,5,20,0.25,0.2149180834738968,0.7944709309752604,0.7563057449920022,-24.597,-22.41,2,1,2
1156,0,0.603,0.593,7,-4.685,1,0.109,0.706,0.0,0.121,0.523,101.956,36o4taPyOdnOMf01ERmn9a,131773,4,Low Lights,The Life Of Pablo,Kanye West,6,20,0.3,0.1907449548459241,0.2644852834555229,1.0,-21.480500000000003,-10.97,0,0,0
1157,0,0.547,0.626,2,-6.244,1,0.208,0.00572,0.0,0.313,0.346,101.971,4qYLPta5HZ36idWiXtqh7B,199867,4,Highlights,The Life Of Pablo,Kanye West,7,20,0.35,0.2606742546854682,0.3658741224712384,0.3451660170966008,-22.805125,-46.137,0,0,0
1158,0,0.564,0.537,9,-8.381,0,0.095,0.0449,0.0,0.0907,0.459,126.036,6wfzokDylbrJzrJcpnBkcy,123387,4,Freestyle 4,The Life Of Pablo,Kanye West,8,20,0.4,0.2373425444652553,0.3328613483601528,0.8002856807716617,-36.64863636363637,-54.4,0,0,0
1159,0,0.756,0.374,5,-7.966,1,0.741,0.594,0.0,0.217,0.966,80.326,5CGS4UovzA7ftCJkLVXQju,44827,4,I Love Kanye,The Life Of Pablo,Kanye West,9,20,0.45,0.3893042127918987,0.4134807501788082,0.5650084659116759,-45.34745454545455,-47.982,2,1,2
1160,0,0.557,0.586,10,-4.57,1,0.0382,0.0528,7.33e-06,0.339,0.0681,96.091,3nAq2hCr1oWsIU54tS98pL,181573,4,Waves,The Life Of Pablo,Kanye West,10,20,0.5,0.2179356866001087,0.3200412277874746,1.0,-16.951222222222224,-16.39,0,0,0
1161,0,0.527,0.415,5,-7.184,1,0.131,0.329,0.0,0.195,0.12,125.357,30Zcjs7pgEkmJA1lEbGSWT,236120,4,FML,The Life Of Pablo,Kanye West,11,20,0.55,0.3135351017414059,0.5735253915026387,0.5378674671781153,-50.58,-47.999,0,0,0
1162,0,0.441,0.744,6,-6.248,0,0.476,0.262,0.000382,0.138,0.124,81.396,66Q3fAmSX5eHamgbKa9alP,251573,4,Real Friends,The Life Of Pablo,Kanye West,12,20,0.6,0.4813157706271044,0.4321246111045184,0.3580449615170785,-20.8656,-10.7925,0,1,2
1163,0,0.395,0.392,1,-8.034,1,0.0925,0.219,0.00173,0.134,0.103,155.856,432hUIl3ISDeytYW5XBQ5h,301587,4,Wolves,The Life Of Pablo,Kanye West,13,20,0.65,0.1775224431080418,0.4309461371075289,0.8348515424138293,-43.5,-34.814,0,0,0
1164,0,0.655,0.179,11,-6.903,1,0.0722,0.976,0.0,0.105,0.758,140.687,20r94xA0bsYNLtYSiOE6r3,38333,4,Frank's Track,The Life Of Pablo,Kanye West,14,20,0.7,0.2402564887457099,0.2244220751366615,1.0,-11.6915,-20.937,0,0,0
1165,0,0.788,0.409,9,-11.917,1,0.881,0.982,0.000203,0.11,0.925,72.623,1ZnA4VYOlYIShuGt60LmCs,56560,4,Siiiiiiiiilver Surffffeeeeer Intermission,The Life Of Pablo,Kanye West,15,20,0.75,0.1741538995805132,0.3505880446957725,1.0,-18.076,-7.035,2,1,2
1166,0,0.823,0.813,7,-6.71,1,0.288,0.0359,0.0,0.0886,0.373,95.012,2CHmgtK8OCL28WtIK96u4N,323303,4,30 Hours,The Life Of Pablo,Kanye West,16,20,0.8,0.2861026433536049,0.1659811189332827,0.6834334191096705,-26.259375,-19.538,0,0,0
1167,0,0.508,0.921,5,-1.644,1,0.303,0.246,0.0,0.221,0.681,93.058,0zLClc0emc6qUeV1p5nc99,374413,4,No More Parties In LA,The Life Of Pablo,Kanye West,17,20,0.85,0.1741808251613369,0.2886458878619395,0.4634044191796392,-15.846777777777776,-39.9,0,0,0
1168,0,0.777,0.662,1,-3.761,0,0.143,0.0518,0.0,0.168,0.4,142.059,3MnbXlC1N7GdS9M8HzA6no,200733,4,Facts (Charlie Heat Version),The Life Of Pablo,Kanye West,18,20,0.9,0.3537992287903607,0.7791983208230333,0.6194736242351047,-16.631,-56.562,0,0,0
1169,0,0.752,0.765,9,-5.805,0,0.0908,0.118,0.0,0.31,0.309,105.998,3cCxoOgfi6hgt8MNteuiiD,193748,4,Fade,The Life Of Pablo,Kanye West,19,20,0.95,0.2919633385416972,0.6263563034077738,0.6502129811480968,-13.569285714285714,-39.439,0,0,0
1170,0,0.461,0.772,2,-3.98,0,0.375,0.282,0.0,0.178,0.414,167.018,1o0kWPueYo94LIjPYOE5Nf,372113,4,Saint Pablo,The Life Of Pablo,Kanye West,20,20,1.0,0.1943745820823134,0.5082209766255554,0.4134196226461958,-11.064666666666666,-45.959,0,0,0
1171,0,0.615,0.394,8,-9.024,1,0.394,0.627,0.0,0.522,0.387,105.359,233zMH3IJcVKOUPCIaDSYt,320667,4,Ultralight Beam,The Life Of Pablo,Kanye West,1,19,0.052631579,0.2513937124868168,0.3723154412099552,0.9201627496570908,-16.658125000000002,-33.782,0,0,0
1172,0,0.715,0.541,7,-4.196,1,0.0605,0.112,3.83e-06,0.675,0.431,113.019,1vO7XJH8q1LBzobiVwZ2qU,135933,4,Father Stretch My Hands Pt. 1,The Life Of Pablo,Kanye West,2,19,0.105263158,0.2104815021373047,0.2043197749730716,1.0,-15.454285714285716,-12.877,0,0,0
1173,0,0.679,0.748,11,-4.176,1,0.35,0.575,0.0,0.799,0.226,144.999,10SKMXfjUsaqTYXob5sWuX,130280,4,Pt. 2,The Life Of Pablo,Kanye West,3,19,0.157894737,0.411098938235452,0.3415925650347181,0.6300510660558218,-22.340000000000003,-32.366,0,0,0
1174,0,0.59,0.717,6,-3.787,1,0.0597,0.0854,0.0,0.118,0.404,86.997,1wcAkqcQgGBgVIRNnlKu0L,196040,4,Famous,The Life Of Pablo,Kanye West,4,19,0.210526316,0.4184017661320396,0.8975525786498462,0.4197490514466758,-19.44872727272727,-15.295,0,0,0
1175,0,0.84,0.536,11,-6.154,1,0.451,0.572,0.0,0.0966,0.196,100.184,56nFA0v3qSD3Z2F0s5oQvN,147253,4,Feedback,The Life Of Pablo,Kanye West,5,19,0.263157895,0.2889657860475624,0.9195377462623664,0.4888051930451903,-35.11436363636364,-52.751,0,0,0
1176,0,0.645,0.598,7,-4.684,1,0.0977,0.714,0.0,0.13,0.536,99.191,5ey2DLW8yl1KuUxpIwFxmW,131760,4,Low Lights,The Life Of Pablo,Kanye West,6,19,0.315789474,0.321399545549855,0.5088110560279816,0.951675030216058,-25.5795,-32.686,0,0,0
1177,0,0.55,0.627,2,-6.275,1,0.176,0.00478,0.0,0.11,0.415,101.981,0kzwSKkQxAgGn0pyckjMf8,199880,4,Highlights,The Life Of Pablo,Kanye West,7,19,0.368421053,0.5311545656959183,0.7325176517172348,0.6051514003373453,-36.8024,-7.648,0,0,0
1178,0,0.464,0.514,7,-8.534,1,0.101,0.0285,0.0,0.0864,0.404,125.565,3BNsBtBMvwKp0DDBjYRXSO,123373,4,Freestyle 4,The Life Of Pablo,Kanye West,8,19,0.421052632,0.2404005262468058,0.3969056583023255,0.7245505685082456,-20.4625,-47.074,0,0,0
1179,0,0.751,0.365,3,-7.901,0,0.664,0.518,0.0,0.217,0.965,79.948,5TxoFC0jupCZQGQDyq9aIj,44840,4,I Love Kanye,The Life Of Pablo,Kanye West,9,19,0.473684211,0.3563139694981098,0.4023096523584404,0.5221315425588198,-19.6317,-54.834,2,1,2
1180,0,0.577,0.608,10,-4.568,1,0.0384,0.0442,1.4e-05,0.333,0.047,96.143,5NpnQEPjEtfwtLMsHkPv83,181573,4,Waves,The Life Of Pablo,Kanye West,10,19,0.526315789,0.3117993880949286,0.3480983813641808,0.6127393779238584,-19.73688888888889,-40.081,0,0,0
1181,0,0.561,0.403,0,-7.184,1,0.114,0.342,2.16e-06,0.191,0.135,125.157,1fVGY3NKdlSG7M2C6AXIi5,236107,4,FML,The Life Of Pablo,Kanye West,11,19,0.578947368,0.2834228049695881,0.3466659295455372,0.4545543559429166,-23.22575,-43.888,0,0,0
1182,0,0.534,0.735,6,-6.278,0,0.413,0.333,0.000405,0.141,0.135,114.293,7JywOyn7TOIIbW51MThQ0k,251587,5,Real Friends,The Life Of Pablo,Kanye West,12,19,0.631578947,0.2488415480712074,0.9139507735269892,0.6232405343625612,-23.834111111111117,-25.101,0,0,0
1183,0,0.355,0.375,1,-8.101,1,0.0559,0.201,0.0044,0.179,0.105,78.031,0KB2axNBBLnuTUHonrkTA0,301587,4,Wolves,The Life Of Pablo,Kanye West,13,19,0.684210526,0.3241420859467214,0.441778487683954,0.4704630063511482,-13.7335,-24.581,0,0,0
1184,0,0.585,0.19,11,-6.898,1,0.0938,0.975,0.0,0.105,0.714,174.362,58kikhzxjR5yaA1t8LFLqJ,38333,5,Frank's Track,The Life Of Pablo,Kanye West,14,19,0.736842105,0.256944103372655,0.4473467369807471,0.9046127595858352,-16.162545454545455,-5.312,0,0,0
1185,0,0.757,0.391,10,-11.943,0,0.917,0.982,0.000141,0.11,0.886,73.149,4PfU3GhDhIWJ36NZVvTJXV,56547,4,Siiiiiiiiilver Surffffeeeeer Intermission,The Life Of Pablo,Kanye West,15,19,0.789473684,0.3513187754468818,0.4452442350570742,0.9325966942830496,-17.02588888888889,-22.062,2,1,2
1186,0,0.824,0.813,7,-6.761,1,0.283,0.031,0.0,0.0899,0.372,94.999,6yUB65Z1OACTZEQ25x8Z4j,323303,4,30 Hours,The Life Of Pablo,Kanye West,16,19,0.842105263,0.2599727011207784,0.6623660571274642,0.3982224038789989,-24.4525,-47.613,0,0,0
1187,0,0.549,0.896,9,-2.526,0,0.301,0.221,0.0,0.234,0.687,93.827,7AHTJwdJsotomeMf6Q7lyo,374413,4,No More Parties In LA,The Life Of Pablo,Kanye West,17,19,0.894736842,0.2666863287699316,0.4992645419518837,1.0000000000000002,-16.941875000000003,-3.797,0,0,0
1188,0,0.78,0.636,1,-4.137,0,0.161,0.0549,0.0,0.138,0.364,142.08,2W8XhZX8E6LBRani3CKSU9,200933,4,Facts (Charlie Heat Version),The Life Of Pablo,Kanye West,18,19,0.947368421,0.3945356023926463,0.4259905640873601,1.0,-12.375799999999998,-10.939,0,0,0
1189,0,0.767,0.586,9,-6.786,0,0.0507,0.164,3.83e-06,0.301,0.419,105.996,3jxbd8H8XyzrWmOL8JX0Uk,199413,4,Fade,The Life Of Pablo,Kanye West,19,19,1.0,0.2397520998207818,0.6460158225446302,0.4423412062314137,-15.523000000000003,-54.43,0,0,0
1190,0,0.605,0.469,9,-3.182,0,0.327,0.487,0.0,0.28,0.515,101.601,1gqkRc9WtOpnGIqxf2Hvzr,156480,4,On Sight,Yeezus,Kanye West,1,10,0.1,0.2778299069579977,0.3504292863056476,0.6233507728262384,-22.5937,-34.982,0,0,0
1191,0,0.766,0.809,1,-6.123,1,0.279,0.0011,0.0,0.168,0.325,130.127,722tgOgdIbNe3BEyLnejw4,188013,4,Black Skinhead,Yeezus,Kanye West,2,10,0.2,0.3401371189293796,0.4761570321962809,0.7558324892524264,-10.26775,-37.608,0,0,0
1192,0,0.51,0.532,4,-7.405,0,0.0715,0.0367,0.000794,0.165,0.305,111.885,0HMCdlOPJkAGlB0MlSWIcO,231507,4,I Am A God,Yeezus,Kanye West,3,10,0.3,0.2770088811986023,0.3239164360445219,0.9951120958336666,-39.45655555555555,-24.882,0,0,0
1193,0,0.506,0.59,1,-4.322,1,0.076,0.165,1.09e-05,0.096,0.359,141.099,4cAgkb0ifwn0FSHGXnr4F6,256093,4,New Slaves,Yeezus,Kanye West,4,10,0.4,0.3419018008887293,0.5757412035305454,0.6888378172824805,-39.9909090909091,-32.126,0,0,0
1194,0,0.497,0.322,8,-10.358,1,0.0333,0.0194,7.72e-06,0.115,0.04,106.976,5nIu0VwPOsjkF61zfevLKh,326947,4,Hold My Liquor,Yeezus,Kanye West,5,10,0.5,0.1683677033569348,0.4565633018630851,0.7629187041468091,-19.98657142857143,-0.698,0,0,0
1195,0,0.485,0.604,1,-4.591,1,0.345,0.141,0.0,0.0668,0.45,170.337,52NmkyHsGsHGb1UX8fTkMg,234853,4,I'm In It,Yeezus,Kanye West,6,10,0.6,0.287103125774218,0.3431026110886792,1.0000000000000002,-10.0339,-4.135,0,0,0
1196,0,0.397,0.69,2,-4.108,0,0.195,0.395,0.0,0.101,0.36,172.073,42GcjriRK6srwHkfbkBqVl,359800,4,Blood On The Leaves,Yeezus,Kanye West,7,10,0.7,0.2564985639723265,0.3983505609271576,0.5913698541532822,-11.575181818181818,-54.316,0,0,0
1197,0,0.439,0.666,4,-6.078,0,0.0754,0.159,9.56e-06,0.129,0.579,137.9,5nPOM0nFRAJ3XI8xCxNAzO,243747,4,Guilt Trip,Yeezus,Kanye West,8,10,0.8,0.2651237295265083,0.3971666666626603,0.2888084949761168,-23.696777777777772,-29.109,0,0,0
1198,0,0.579,0.544,9,-5.193,1,0.352,0.292,7.41e-05,0.282,0.365,93.562,3RKblQNJs8HPvWBgXmq6nn,178040,4,Send It Up,Yeezus,Kanye West,9,10,0.9,0.3087317376263873,0.3592587018898358,1.0,-15.8378,-3.109,0,0,0
1199,0,0.367,0.665,1,-2.821,1,0.0465,0.145,0.0,0.113,0.31,148.913,3sNVsP50132BTNlImLx70i,229147,4,Bound 2,Yeezus,Kanye West,10,10,1.0,0.2605347560302946,0.2980598757280466,1.0,-14.529444444444444,-6.505,0,0,0
1200,0,0.654,0.75,8,-7.509,0,0.105,0.246,0.0178,0.167,0.557,92.78,3Osd3Yf8K73aj4ySn6LrvK,272507,4,No Church In The Wild,Watch The Throne (Deluxe),JAY-Z,1,16,0.0625,0.4087211127498055,0.4566404146299084,0.1915753295378841,-32.82383333333333,-50.602,0,0,0
