,song_timbre,song_timbre_start,song_timbre_end,loudness_start,loudness_end
0,0.4107748873429898,0.5027895176457419,0.38144731042660135,-50.0585,-50.912
1,0.2885763386972213,0.35886536799948,0.4200810286229678,-40.046166666666664,-46.607
2,0.29531701733764254,0.4522277092440043,0.4159776682070157,-14.745555555555557,-42.064
3,0.29223468624318244,0.431800031210898,0.46338245554414703,-38.945888888888895,-58.058
4,0.19561129308447128,0.3824964935615149,0.8947742508936753,-14.9088,-0.241
5,0.349419588279191,0.38320794082877446,0.3002192019361823,-16.898666666666667,-33.54
6,0.3938652894804982,0.35472574369340215,0.5251178211492404,-14.744538461538465,-56.548
7,0.27224681362348546,0.2958087971487364,0.4792197614260012,-28.022111111111112,-47.38
8,0.3137374131912941,0.46837424727772203,0.410051164453217,-23.146909090909087,-55.231
9,0.27152594859593016,0.3830726286094689,1.0,-47.9012,-14.12
10,0.1989834121982347,0.7136269042510129,0.5035171141792689,-42.54658333333334,-51.822
11,0.27489562310415755,0.45428418029661305,0.5551227055098262,-16.087666666666667,-54.804
12,0.2731239088422606,0.4374653326202001,0.5976697569227388,-24.631,-38.65
13,0.13649666204972838,0.2616630725838605,0.9999999999999999,-15.251,1.407
14,0.1405494091067728,0.3364168425680364,0.6662175366683959,-9.57,-22.982
15,0.3182637053309387,0.3470478888113084,0.6865938429407897,-13.562857142857142,-8.264
16,0.24828133285635226,0.5193934381444021,0.3452553848433908,-26.549,-48.163
17,0.295334377276682,0.5942564676302712,1.0000000000000002,-19.85677777777778,-13.074
18,0.2531694563477129,0.34178218687766193,0.5130388459085107,-11.5304,-45.981
19,0.20297873040829673,0.5797397323795443,0.6271658016094985,-26.343428571428575,-40.021
20,0.21815077591255705,0.1690228412307,0.5027453892507856,-18.463375,-39.593
21,0.3250519639109258,0.39344288713251496,0.5642611908108057,-20.252714285714287,-44.034
22,0.21126307925316984,0.545565405420634,1.0,-11.06388888888889,-8.365
23,0.21126307925316984,0.545565405420634,1.0,-11.06388888888889,-8.365
24,0.3010394497495713,0.22104660969258474,0.2375001571597561,-25.038363636363638,-2.344
25,0.2384497612389853,0.25068215682168205,0.5143539514547055,-30.3902,-36.847
26,0.19774834453550993,0.5072653469083366,0.9999999999999999,-15.66775,-13.265
27,0.31452292254164027,0.4777537197055543,0.39421535588567647,-25.705555555555556,-52.704
28,0.3191064726180709,0.5056824384958677,0.8977593528466906,-37.9180909090909,-32.865
29,0.27892224864555887,0.46707008561991387,0.9999999999999999,-19.813142857142857,-24.462
30,0.17637632602114886,0.4982599685156812,1.0,-20.669272727272727,-9.237
31,0.48330149806208483,0.6552674015516469,0.5105886427758728,-17.4822,-58.568
32,0.2403781340532488,0.4952828565265966,0.7877195894588852,-8.567571428571428,-18.199
33,0.27473739830207405,0.4776802753201842,0.7316670598486619,-28.506999999999994,-33.755
34,0.28440518509615437,0.6475223090595208,0.36343640505510355,-16.2177,-54.613
35,0.3090092254988607,0.6688206096199776,0.5060047705438743,-17.77376923076923,-44.659
36,0.20994738479573438,0.5231520913584142,0.40461476019560594,-34.8252,-53.374
37,0.2468753642696058,0.2936057213531506,0.7299400522283175,-21.48611111111111,-19.005
38,0.4397887043034851,0.515823843713301,0.18130131720099996,-8.406818181818181,-5.932
39,0.42588225837904,0.5212682179942846,0.9686493296390699,-8.639100000000001,-19.288
40,0.24699159858280778,0.7003271842167345,0.34489530858319445,-29.58027272727273,-33.294
41,0.24784777388278642,0.24725247370380055,0.19174596340373745,-11.75075,-15.58
42,0.2976612563983576,0.5911286054110774,0.8263496720222197,-26.850250000000003,-22.19
43,0.33089428264893817,0.5583498388703165,0.6201060188366679,-39.93218181818182,-32.267
44,0.3127828516372406,0.5015576142035412,0.7392962285297218,-32.4995,-33.346
45,0.1760206241512436,0.23926815381891503,0.3924725533739638,-44.484500000000004,-57.813
46,0.2531694563477129,0.34178218687766193,0.5130388459085107,-11.5304,-45.981
47,0.3658201405095783,0.7590622145067949,0.9650055598430407,-27.024444444444445,-13.68
48,0.3451616626759132,0.6412434355631822,0.6685701763879163,-6.961727272727273,-41.023
49,0.13025707735001743,0.19812648771036423,0.3151504180924112,-17.309727272727272,-30.185
50,0.2294738874387666,0.8753181646650395,0.25880945434424046,-26.93644444444444,-51.094
51,0.24682969369760502,0.4250528730746936,1.0,-24.5477,-12.494
52,0.540893037208574,0.5469165169706314,0.27690704920444864,-7.3523,-6.009
53,0.16407262975488968,0.21838090064776577,0.7244721421259507,-26.42811111111111,-24.458
54,0.2922872583275121,0.43028152977853884,0.37275852808784204,-35.436875,-51.19
