,start,duration,confidence,loudness_start,loudness_max_time,loudness_max,loudness_end,track_title,pitches,timbre
0,146.71483,0.26231,0.827,-19.258,0.03693,-8.093,0.0,0dEIca2nhcxDUV8C5QkPYb,"[0.285, 0.291, 0.484, 0.172, 0.093, 0.086, 0.231, 1.0, 0.788, 0.258, 0.108, 0.155]","[46.85, 56.611, -38.123, 14.819, -8.463, 2.354, 0.24, 3.522, -11.634, 4.046, 7.601, 2.076]"
0,146.97714,0.23741,0.933,-20.091,0.00804,-3.951,0.0,0dEIca2nhcxDUV8C5QkPYb,"[1.0, 0.966, 0.238, 0.079, 0.194, 0.189, 0.332, 0.207, 0.101, 0.301, 0.068, 0.605]","[50.192, 82.681, -11.668, 27.68, -16.511, -61.192, 6.836, 30.518, 0.905, 15.55, -14.913, 3.063]"
0,147.21455,0.15084,0.27,-16.651,0.0441,-12.834,0.0,0dEIca2nhcxDUV8C5QkPYb,"[1.0, 0.513, 0.469, 0.417, 0.469, 0.203, 0.129, 0.14, 0.143, 0.694, 0.498, 0.092]","[44.483, 122.194, 18.213, 8.892, 57.704, -31.305, 11.497, 11.431, 22.001, 12.066, -10.794, 9.278]"
0,147.3654,0.09202,0.214,-18.391,0.013,-14.328,0.0,0dEIca2nhcxDUV8C5QkPYb,"[1.0, 0.511, 0.421, 0.428, 0.748, 0.591, 0.653, 0.703, 0.351, 0.855, 0.43, 0.458]","[43.555, 126.108, 39.115, 8.475, 58.998, -55.788, 2.553, 5.806, 12.71, 1.107, 0.737, 0.775]"
0,147.45741,0.2781,0.955,-17.86,0.05734,-5.779,0.0,0dEIca2nhcxDUV8C5QkPYb,"[0.28, 1.0, 0.123, 0.122, 0.214, 0.031, 0.074, 0.125, 0.093, 0.428, 0.078, 0.124]","[47.562, 83.006, -14.838, -0.121, 18.873, 26.334, 30.266, 15.923, -4.151, 34.109, -27.996, 14.111]"
0,147.7355,0.10608,0.233,-18.81,0.02111,-13.703,0.0,0dEIca2nhcxDUV8C5QkPYb,"[1.0, 0.502, 0.206, 0.246, 0.193, 0.119, 0.2, 0.196, 0.464, 0.646, 0.743, 0.118]","[42.194, 97.549, 2.185, 19.987, 22.904, -61.905, -2.231, 19.314, 13.109, 5.905, -2.428, 2.556]"
0,147.84158,0.15084,0.7,-21.249,0.06494,-13.774,0.0,0dEIca2nhcxDUV8C5QkPYb,"[0.37, 0.323, 0.214, 0.258, 0.558, 0.43, 0.723, 0.755, 0.854, 1.0, 0.453, 0.083]","[42.666, 83.501, 4.815, -26.32, -6.066, 3.295, 8.882, -16.909, -0.66, 21.115, -31.48, 8.77]"
0,147.99243,0.23782,0.764,-20.335,0.01262,-7.646,0.0,0dEIca2nhcxDUV8C5QkPYb,"[0.389, 1.0, 0.079, 0.17, 0.299, 0.032, 0.033, 0.063, 0.109, 0.446, 0.094, 0.058]","[47.704, 31.005, -13.8, 6.359, -42.869, -67.129, 15.184, 15.934, -16.35, 23.155, 0.331, 5.783]"
0,148.23026,0.14517,0.364,-16.551,0.02696,-10.915,0.0,0dEIca2nhcxDUV8C5QkPYb,"[0.754, 0.397, 0.294, 0.307, 0.51, 0.487, 0.786, 0.887, 0.922, 1.0, 0.846, 0.078]","[45.449, 40.321, 36.931, 35.515, -3.955, -41.559, 26.789, -5.079, -32.478, 4.183, 1.424, -11.412]"
0,148.37543,0.09846,0.433,-18.285,0.01458,-12.039,0.0,0dEIca2nhcxDUV8C5QkPYb,"[0.972, 0.7, 0.728, 0.787, 0.816, 0.415, 0.404, 1.0, 0.214, 0.625, 0.257, 0.298]","[44.395, 66.44, 67.976, 31.305, -22.535, -47.086, 1.288, -14.834, -29.481, 4.005, 3.448, 9.995]"
0,148.47388,0.1629,0.805,-18.242,0.02423,-7.145,0.0,0dEIca2nhcxDUV8C5QkPYb,"[0.345, 0.908, 0.825, 0.836, 1.0, 0.991, 0.452, 0.468, 0.231, 0.245, 0.221, 0.015]","[46.85, 64.227, -60.169, 28.569, -11.989, -15.014, 12.963, 21.079, 12.43, -9.522, 4.174, 1.675]"
0,148.63678,0.11048,0.741,-21.174,0.01695,-10.251,0.0,0dEIca2nhcxDUV8C5QkPYb,"[1.0, 0.798, 0.716, 0.724, 0.644, 0.409, 0.262, 0.343, 0.168, 0.265, 0.161, 0.069]","[45.833, 82.207, 52.074, 42.252, -20.355, -32.357, -15.081, -4.959, -16.714, -1.96, -1.215, 14.425]"
0,148.74725,0.24984,0.756,-18.933,0.02698,-7.601,0.0,0dEIca2nhcxDUV8C5QkPYb,"[0.172, 0.117, 0.392, 0.101, 0.093, 0.043, 0.23, 1.0, 0.264, 0.062, 0.039, 0.115]","[48.263, 50.938, 3.294, 35.962, -40.089, -21.432, 11.968, -9.526, -18.174, -15.478, -5.732, 8.473]"
0,148.9971,0.13465,0.768,-19.469,0.01627,-7.973,0.0,0dEIca2nhcxDUV8C5QkPYb,"[0.398, 0.969, 0.948, 0.867, 1.0, 0.999, 0.646, 0.704, 0.195, 0.226, 0.041, 0.036]","[47.742, -0.921, -32.722, 18.151, -33.362, -62.09, 6.577, -20.576, -1.178, 23.504, -19.644, 4.607]"
0,149.13174,0.121,0.455,-17.481,0.02059,-10.546,0.0,0dEIca2nhcxDUV8C5QkPYb,"[0.42, 0.611, 0.765, 0.455, 0.375, 0.386, 0.781, 1.0, 0.706, 0.672, 0.262, 0.377]","[46.279, 2.396, 13.175, 21.762, -33.748, -45.983, 6.839, -19.81, -2.769, 19.576, -7.411, -20.826]"
0,149.25275,0.23224,0.715,-17.694,0.02963,-8.078,0.0,0dEIca2nhcxDUV8C5QkPYb,"[0.67, 1.0, 0.642, 0.153, 0.185, 0.095, 0.133, 0.494, 0.269, 0.743, 0.238, 0.552]","[44.58, 50.646, -0.58, 117.237, -2.654, -29.246, -5.608, -21.997, -7.981, -17.737, -27.925, 7.367]"
0,149.48499,0.26617,1.0,-27.068,0.02644,-5.796,0.0,0dEIca2nhcxDUV8C5QkPYb,"[0.282, 1.0, 0.284, 0.172, 0.058, 0.045, 0.18, 0.765, 0.107, 0.057, 0.064, 0.248]","[46.79, 50.538, -48.838, 68.858, -17.57, 32.612, 14.863, 0.481, -11.337, -0.316, -17.261, 2.654]"
0,149.75116,0.12612,0.823,-24.648,0.01422,-12.301,0.0,0dEIca2nhcxDUV8C5QkPYb,"[0.838, 0.922, 1.0, 0.689, 0.387, 0.329, 0.582, 0.638, 0.751, 0.784, 0.455, 0.288]","[39.232, 9.191, -27.286, 93.652, -1.889, -95.715, -1.646, 1.329, -37.965, -4.628, -8.845, 16.342]"
0,149.87727,0.12966,1.0,-28.635,0.03776,-13.895,0.0,0dEIca2nhcxDUV8C5QkPYb,"[0.57, 0.877, 0.868, 0.675, 1.0, 0.63, 0.418, 0.582, 0.26, 0.207, 0.303, 0.115]","[42.714, -11.914, -14.973, -5.745, -26.096, -12.418, -8.129, -2.784, -16.476, 35.558, 28.177, 13.207]"
0,150.00694,0.13905,0.859,-20.297,0.0063,-6.426,0.0,0dEIca2nhcxDUV8C5QkPYb,"[0.308, 1.0, 0.959, 0.834, 0.946, 0.947, 0.488, 0.552, 0.196, 0.19, 0.042, 0.039]","[48.542, 66.734, -32.145, -8.979, -59.717, -71.279, -7.761, 10.136, -4.581, 0.5, -18.01, 15.397]"
0,150.146,0.11633,0.296,-14.889,0.03777,-11.193,0.0,0dEIca2nhcxDUV8C5QkPYb,"[0.423, 0.613, 0.695, 0.405, 0.43, 0.415, 0.711, 1.0, 0.668, 0.608, 0.364, 0.179]","[47.444, 96.756, 5.651, -13.906, -15.789, -33.043, 6.633, 0.084, -1.729, -9.39, -5.478, 13.373]"
0,150.26231,0.23773,0.151,-14.618,0.01563,-10.522,0.0,0dEIca2nhcxDUV8C5QkPYb,"[0.172, 0.114, 0.273, 0.055, 0.024, 0.035, 0.265, 1.0, 0.169, 0.018, 0.02, 0.235]","[47.556, 64.442, 14.77, 1.891, -52.247, -34.868, -11.339, 13.49, -11.459, -6.227, -19.076, -1.419]"
0,150.50005,0.14086,0.772,-20.665,0.01412,-7.849,0.0,0dEIca2nhcxDUV8C5QkPYb,"[0.384, 0.938, 0.883, 0.905, 1.0, 0.956, 0.526, 0.555, 0.293, 0.294, 0.026, 0.015]","[47.172, 62.601, -71.575, 13.213, -26.379, -49.549, -11.573, 23.381, 2.762, -9.285, -17.652, 12.351]"
0,150.64091,0.11465,0.369,-19.764,0.01611,-13.105,0.0,0dEIca2nhcxDUV8C5QkPYb,"[0.485, 0.489, 0.623, 0.355, 0.201, 0.16, 0.464, 0.471, 0.874, 1.0, 0.717, 0.056]","[43.68, 61.315, -45.238, 9.027, -16.471, -47.367, -7.442, 8.071, -4.806, 5.302, -6.408, 24.433]"
0,150.75555,0.13306,0.59,-21.207,0.01649,-11.134,0.0,0dEIca2nhcxDUV8C5QkPYb,"[0.878, 0.633, 0.563, 0.503, 0.819, 0.867, 0.523, 0.729, 0.772, 0.777, 1.0, 0.156]","[44.266, 35.677, -3.577, 27.693, -25.845, -61.499, 4.245, -2.703, 6.531, 7.747, -6.947, 7.289]"
0,150.88863,0.1161,0.401,-20.998,0.01195,-12.209,0.0,0dEIca2nhcxDUV8C5QkPYb,"[0.405, 0.797, 0.808, 0.742, 0.994, 1.0, 0.739, 0.804, 0.323, 0.351, 0.095, 0.07]","[40.292, -25.819, -1.721, 80.505, -23.523, -90.228, 30.442, -46.258, 3.598, 52.759, -32.526, -2.24]"
0,151.00471,0.26331,1.0,-25.757,0.02037,-6.593,0.0,0dEIca2nhcxDUV8C5QkPYb,"[0.683, 1.0, 0.098, 0.148, 0.226, 0.844, 0.136, 0.071, 0.06, 0.116, 0.03, 0.181]","[47.751, 32.188, -58.706, 53.321, -26.816, 6.381, 1.851, -0.925, 20.928, -5.014, -28.485, 3.044]"
0,151.26804,0.13125,0.773,-24.625,0.01443,-11.962,0.0,0dEIca2nhcxDUV8C5QkPYb,"[1.0, 0.752, 0.695, 0.676, 0.622, 0.718, 0.236, 0.249, 0.166, 0.432, 0.23, 0.081]","[39.515, 13.021, 6.44, 102.132, -1.336, -81.873, -4.352, -25.45, -2.022, 10.966, -13.97, -7.796]"
0,151.39928,0.07565,0.507,-28.6,0.00804,-19.361,0.0,0dEIca2nhcxDUV8C5QkPYb,"[1.0, 0.531, 0.529, 0.546, 0.483, 0.528, 0.451, 0.488, 0.411, 0.624, 0.353, 0.473]","[33.947, -40.113, 27.19, 59.396, 33.04, -92.453, -13.371, -36.084, -5.113, 19.519, -8.038, 9.888]"
0,151.47491,0.29746,1.0,-30.219,0.06646,-5.926,0.0,0dEIca2nhcxDUV8C5QkPYb,"[0.509, 1.0, 0.212, 0.157, 0.156, 0.637, 0.07, 0.123, 0.107, 0.102, 0.047, 0.204]","[42.668, 33.697, 22.441, -111.227, 7.99, 104.522, 19.419, 56.426, 23.192, -32.001, -37.251, 1.165]"
0,151.77238,0.12721,0.309,-22.751,0.01607,-14.241,0.0,0dEIca2nhcxDUV8C5QkPYb,"[0.449, 0.854, 0.846, 0.811, 1.0, 0.986, 0.703, 0.698, 0.403, 0.505, 0.156, 0.027]","[39.274, 39.39, -14.015, 44.094, -15.407, -59.34, -26.214, 2.169, 15.663, 3.237, 10.918, -23.464]"
0,151.8996,0.11283,0.776,-26.012,0.03011,-15.944,0.0,0dEIca2nhcxDUV8C5QkPYb,"[1.0, 0.989, 0.738, 0.753, 0.752, 0.85, 0.479, 0.436, 0.205, 0.226, 0.173, 0.229]","[38.013, -2.859, -72.305, 39.962, -32.957, 1.733, -3.018, -54.071, 12.921, 10.619, -15.028, 3.074]"
0,152.01244,0.14331,1.0,-28.511,0.02688,-7.654,0.0,0dEIca2nhcxDUV8C5QkPYb,"[0.404, 0.894, 0.783, 0.789, 1.0, 0.983, 0.488, 0.48, 0.315, 0.321, 0.278, 0.031]","[45.892, 12.02, -58.755, 22.534, -43.479, 9.035, 5.534, -41.284, -12.539, 16.329, 33.874, -18.651]"
0,152.15575,0.11061,0.161,-19.097,0.01653,-13.125,0.0,0dEIca2nhcxDUV8C5QkPYb,"[0.989, 0.876, 0.515, 0.603, 1.0, 0.941, 0.774, 0.738, 0.444, 0.462, 0.084, 0.423]","[41.86, 8.221, -62.228, 29.563, -46.327, -43.172, -19.038, -2.695, -0.021, -10.922, 0.647, -7.171]"
0,152.26636,0.10268,0.691,-23.372,0.0239,-12.388,0.0,0dEIca2nhcxDUV8C5QkPYb,"[0.336, 0.3, 0.409, 0.22, 0.502, 0.479, 0.835, 1.0, 0.808, 0.76, 0.405, 0.106]","[41.386, 17.495, -56.693, 47.925, -17.871, -19.245, 4.586, -30.751, -37.419, 18.504, -9.024, -14.569]"
0,152.36902,0.15569,1.0,-24.386,0.07552,-9.551,0.0,0dEIca2nhcxDUV8C5QkPYb,"[0.194, 0.08, 0.188, 0.065, 0.465, 0.421, 0.828, 1.0, 0.508, 0.588, 0.072, 0.084]","[42.105, 4.783, 20.147, -60.196, -11.257, 57.064, 28.688, 36.585, 9.551, -59.104, -56.53, 0.185]"
0,152.52472,0.24177,0.855,-24.912,0.01448,-7.033,0.0,0dEIca2nhcxDUV8C5QkPYb,"[0.457, 0.412, 0.2, 0.382, 0.57, 0.092, 0.061, 0.107, 0.277, 1.0, 0.22, 0.325]","[46.79, 38.863, -68.215, 31.093, -16.252, -59.568, 3.444, -11.056, 9.328, -8.421, -5.783, 8.133]"
0,152.7665,0.25796,1.0,-22.256,0.03994,-7.716,0.0,0dEIca2nhcxDUV8C5QkPYb,"[0.274, 0.95, 1.0, 0.246, 0.131, 0.061, 0.148, 0.077, 0.178, 0.623, 0.149, 0.072]","[47.835, 72.894, -6.339, -13.535, -24.843, 43.551, 8.587, 17.534, 4.089, -7.009, 10.613, -18.794]"
0,153.02444,0.13098,0.696,-17.508,0.01707,-6.542,0.0,0dEIca2nhcxDUV8C5QkPYb,"[0.308, 0.845, 0.657, 0.647, 1.0, 1.0, 0.711, 0.699, 0.317, 0.345, 0.246, 0.023]","[45.27, -6.032, -63.33, 71.734, -34.157, -54.172, 15.318, -17.125, -4.805, 13.122, -6.326, 11.142]"
0,153.15543,0.13732,0.79,-23.104,0.03077,-12.576,0.0,0dEIca2nhcxDUV8C5QkPYb,"[0.497, 1.0, 0.404, 0.361, 0.237, 0.241, 0.076, 0.072, 0.023, 0.038, 0.015, 0.013]","[43.884, 20.463, -18.066, -16.958, -38.452, 12.222, 19.899, 9.261, 18.512, -19.916, 21.09, -14.729]"
0,153.29274,0.22154,0.556,-18.477,0.00855,-11.897,0.0,0dEIca2nhcxDUV8C5QkPYb,"[1.0, 0.698, 0.48, 0.226, 0.17, 0.187, 0.054, 0.022, 0.095, 0.5, 0.049, 0.094]","[43.133, 36.847, -15.894, 72.204, -11.337, -42.947, -14.904, 8.249, 5.167, 6.746, -23.732, 12.986]"
0,153.5143,0.27098,1.0,-28.356,0.03551,-6.381,0.0,0dEIca2nhcxDUV8C5QkPYb,"[0.199, 1.0, 0.433, 0.097, 0.03, 0.047, 0.074, 0.094, 0.047, 0.24, 0.06, 0.085]","[46.958, 73.215, -50.3, 35.658, -20.161, 21.373, 4.508, 16.062, -16.688, 25.054, -23.54, 7.216]"
0,153.78526,0.12853,0.73,-23.214,0.02049,-11.77,0.0,0dEIca2nhcxDUV8C5QkPYb,"[0.878, 0.919, 1.0, 0.874, 0.431, 0.49, 0.077, 0.063, 0.051, 0.124, 0.085, 0.032]","[40.622, 57.0, -12.336, 83.119, -14.933, -41.111, -11.488, -7.078, 0.797, -29.923, -7.113, 2.563]"
0,153.91379,0.11528,1.0,-28.274,0.01684,-11.98,0.0,0dEIca2nhcxDUV8C5QkPYb,"[0.714, 1.0, 0.582, 0.39, 0.157, 0.155, 0.129, 0.113, 0.089, 0.097, 0.069, 0.04]","[44.643, 24.248, -30.032, 16.174, -27.051, -23.784, -28.583, -15.115, 5.453, -10.847, -10.462, -20.487]"
0,154.02907,0.14422,0.564,-20.414,0.01808,-10.163,0.0,0dEIca2nhcxDUV8C5QkPYb,"[0.319, 1.0, 0.649, 0.633, 0.614, 0.609, 0.277, 0.264, 0.148, 0.157, 0.109, 0.008]","[44.137, 25.14, -88.62, 14.87, -33.751, -52.705, -11.945, 2.786, 11.091, -1.849, 11.252, -4.48]"
0,154.1733,0.11161,0.659,-21.001,0.01865,-13.421,0.0,0dEIca2nhcxDUV8C5QkPYb,"[0.573, 1.0, 0.301, 0.267, 0.144, 0.178, 0.075, 0.092, 0.066, 0.063, 0.057, 0.039]","[44.406, 47.134, -11.837, -20.357, -60.609, -36.068, -18.315, 4.55, 0.381, -6.327, 6.163, -14.955]"
0,154.2849,0.24535,0.705,-16.761,0.02528,-9.753,0.0,0dEIca2nhcxDUV8C5QkPYb,"[0.399, 0.174, 0.073, 0.435, 1.0, 0.344, 0.033, 0.027, 0.092, 0.061, 0.074, 0.572]","[48.189, 84.339, -8.326, -10.459, -46.915, -20.503, -22.77, 10.66, 0.523, -11.655, -5.391, -23.586]"
0,154.53024,0.14848,0.807,-17.109,0.02235,-5.344,0.0,0dEIca2nhcxDUV8C5QkPYb,"[0.428, 0.949, 0.923, 0.858, 0.997, 1.0, 0.671, 0.724, 0.166, 0.157, 0.092, 0.028]","[49.244, 66.824, -53.194, 34.468, -30.174, -16.667, -3.499, 27.683, -20.833, 0.798, -13.35, -15.587]"
0,154.67873,0.10009,0.559,-19.919,0.01922,-9.016,0.0,0dEIca2nhcxDUV8C5QkPYb,"[0.767, 1.0, 0.82, 0.764, 0.861, 0.99, 0.838, 0.91, 0.483, 0.446, 0.105, 0.083]","[47.085, 97.252, 5.544, 6.537, -48.271, -38.864, -24.09, -2.626, 3.224, 12.404, 5.28, -14.452]"
0,154.77882,0.25991,0.685,-15.351,0.05032,-8.025,0.0,0dEIca2nhcxDUV8C5QkPYb,"[0.897, 1.0, 0.117, 0.034, 0.169, 0.042, 0.034, 0.065, 0.071, 0.426, 0.106, 0.05]","[47.084, 47.632, -32.145, 45.758, -39.461, -12.709, 7.136, -7.827, -5.66, 5.526, -22.316, 0.444]"
0,155.03873,0.2541,0.978,-21.458,0.028,-6.625,0.0,0dEIca2nhcxDUV8C5QkPYb,"[0.814, 1.0, 0.087, 0.137, 0.141, 0.034, 0.028, 0.038, 0.042, 0.365, 0.102, 0.065]","[47.861, 28.996, -32.955, 64.613, -35.702, -16.099, 19.626, -23.181, 1.317, -7.37, -30.289, 1.37]"
0,155.29283,0.12327,0.757,-23.918,0.02058,-12.12,0.0,0dEIca2nhcxDUV8C5QkPYb,"[0.638, 0.724, 0.599, 0.622, 0.832, 0.623, 0.137, 0.171, 0.359, 1.0, 0.574, 0.228]","[40.697, -28.268, -30.733, 74.327, -4.696, -57.852, 6.399, -37.134, 0.147, 6.469, -0.743, 12.378]"
0,155.4161,0.11683,0.755,-25.883,0.02684,-15.221,0.0,0dEIca2nhcxDUV8C5QkPYb,"[0.816, 0.464, 0.303, 0.336, 0.452, 0.28, 0.067, 0.083, 0.217, 1.0, 0.293, 0.155]","[39.763, 20.239, 16.58, 32.052, 14.404, -18.928, 2.491, 1.165, 1.878, -9.498, 29.688, 4.302]"
0,155.53293,0.40014,1.0,-25.077,0.04086,-5.607,0.0,0dEIca2nhcxDUV8C5QkPYb,"[0.477, 0.463, 0.373, 0.162, 0.35, 0.165, 0.144, 0.1, 0.34, 1.0, 0.329, 0.098]","[47.358, 59.824, -36.876, 68.732, -10.198, 3.611, 1.418, 12.162, -14.356, 8.123, -18.571, -2.3]"
0,155.93306,0.11814,0.971,-26.748,0.02095,-13.927,0.0,0dEIca2nhcxDUV8C5QkPYb,"[1.0, 0.769, 0.617, 0.688, 0.795, 0.672, 0.389, 0.457, 0.385, 0.298, 0.272, 0.535]","[42.601, 93.254, -56.613, -7.655, -22.584, -27.008, -14.669, -5.024, 32.124, -8.798, 6.912, 13.645]"
0,156.0512,0.24939,0.876,-21.216,0.01914,-7.39,0.0,0dEIca2nhcxDUV8C5QkPYb,"[0.895, 1.0, 0.074, 0.055, 0.097, 0.027, 0.011, 0.032, 0.046, 0.281, 0.068, 0.04]","[47.856, 61.755, -21.975, 14.913, -50.112, -48.776, 10.565, 12.614, -35.041, 14.683, 17.234, -0.084]"
0,156.30058,0.2541,0.558,-14.926,0.02128,-9.293,0.0,0dEIca2nhcxDUV8C5QkPYb,"[0.658, 0.215, 0.062, 0.1, 0.086, 0.061, 0.26, 0.143, 0.049, 0.06, 0.064, 1.0]","[47.832, 62.387, 20.362, 10.424, -47.375, -26.489, -9.425, 6.434, -34.609, -8.525, -8.003, 6.151]"
0,156.55469,0.13302,0.814,-22.334,0.01429,-6.875,0.0,0dEIca2nhcxDUV8C5QkPYb,"[0.676, 1.0, 0.816, 0.812, 0.803, 0.793, 0.487, 0.518, 0.246, 0.247, 0.099, 0.03]","[47.625, 71.73, -79.153, 26.301, -13.631, -56.532, -17.541, 25.032, -0.403, -9.68, -13.565, 3.366]"
0,156.68771,0.10422,0.694,-19.732,0.03179,-10.114,0.0,0dEIca2nhcxDUV8C5QkPYb,"[1.0, 0.603, 0.397, 0.338, 0.192, 0.144, 0.104, 0.242, 0.246, 0.261, 0.459, 0.092]","[47.107, 72.569, 11.355, -18.283, -40.952, -6.761, -13.452, 7.316, -18.774, -2.942, 14.099, 2.028]"
0,156.79193,0.27406,0.519,-13.785,0.03952,-8.321,0.0,0dEIca2nhcxDUV8C5QkPYb,"[0.268, 0.205, 0.421, 0.067, 0.083, 0.047, 0.162, 1.0, 0.243, 0.045, 0.039, 0.157]","[48.699, 77.754, 3.389, 9.719, -29.87, 1.907, 1.06, -13.365, -23.189, -8.428, -21.822, 7.135]"
0,157.066,0.12662,0.689,-23.001,0.01121,-8.511,0.0,0dEIca2nhcxDUV8C5QkPYb,"[0.59, 1.0, 0.978, 0.949, 0.923, 0.919, 0.572, 0.621, 0.174, 0.195, 0.018, 0.017]","[45.293, -13.636, -53.935, 34.337, -15.568, -79.004, 23.356, -25.284, -9.556, 17.087, -13.622, 1.083]"
0,157.19261,0.12821,0.741,-20.868,0.01443,-10.564,0.0,0dEIca2nhcxDUV8C5QkPYb,"[0.584, 0.769, 0.531, 0.484, 0.617, 0.633, 0.852, 1.0, 0.649, 0.628, 0.196, 0.283]","[46.279, 13.892, 28.596, 22.467, -37.394, -47.052, 1.396, -17.471, -4.336, 15.057, -14.029, -25.678]"
0,157.32082,0.22721,0.476,-17.68,0.00983,-9.473,0.0,0dEIca2nhcxDUV8C5QkPYb,"[0.614, 1.0, 0.419, 0.181, 0.225, 0.237, 0.382, 0.702, 0.547, 0.394, 0.106, 0.222]","[43.181, 14.342, -2.934, 89.745, -21.277, -60.943, -9.058, -4.769, -9.74, -17.115, -32.37, 18.927]"
0,157.54803,0.26653,1.0,-29.067,0.02941,-5.888,0.0,0dEIca2nhcxDUV8C5QkPYb,"[0.738, 1.0, 0.335, 0.17, 0.06, 0.059, 0.135, 0.572, 0.087, 0.025, 0.03, 0.087]","[47.095, 58.558, -47.434, 42.374, -7.176, 57.567, 19.318, 13.844, -5.662, 9.392, 13.1, -5.644]"
0,157.81456,0.12231,0.836,-24.973,0.01915,-10.983,0.0,0dEIca2nhcxDUV8C5QkPYb,"[0.673, 0.899, 0.608, 0.63, 1.0, 0.823, 0.75, 0.812, 0.543, 0.554, 0.474, 0.169]","[40.785, 17.003, -7.98, 107.968, -16.772, -54.01, -16.124, -19.545, -27.427, 1.664, -1.231, 13.929]"
0,157.93687,0.13447,0.935,-28.251,0.03423,-14.535,0.0,0dEIca2nhcxDUV8C5QkPYb,"[1.0, 0.843, 0.528, 0.61, 0.984, 0.473, 0.322, 0.348, 0.531, 0.399, 0.426, 0.453]","[41.64, 4.662, -10.375, -10.853, -11.842, 6.467, -10.264, -9.764, -13.252, 34.492, 11.574, 22.391]"
0,158.07133,0.13383,0.778,-20.447,0.01147,-8.547,0.0,0dEIca2nhcxDUV8C5QkPYb,"[0.536, 1.0, 0.928, 0.897, 0.782, 0.779, 0.381, 0.41, 0.137, 0.131, 0.071, 0.018]","[44.282, 33.602, -95.366, 27.567, -16.441, -87.595, -4.282, 3.875, -7.214, -3.978, -0.76, 4.384]"
0,158.20517,0.11397,0.854,-21.92,0.03011,-11.478,0.0,0dEIca2nhcxDUV8C5QkPYb,"[1.0, 0.848, 0.557, 0.455, 0.158, 0.145, 0.216, 0.412, 0.196, 0.134, 0.112, 0.204]","[46.772, 113.492, -3.036, -19.081, -33.2, -35.977, -12.998, 11.416, 5.657, 4.708, 9.075, 7.153]"
0,158.31914,0.24231,0.37,-14.221,0.01328,-9.9,0.0,0dEIca2nhcxDUV8C5QkPYb,"[0.245, 0.176, 0.361, 0.055, 0.028, 0.031, 0.244, 1.0, 0.156, 0.02, 0.029, 0.156]","[46.822, 51.905, -8.888, 19.567, -40.24, -29.192, -11.937, 0.901, -10.982, 1.249, -32.438, 9.967]"
0,158.56145,0.14313,0.97,-25.733,0.02103,-8.024,0.0,0dEIca2nhcxDUV8C5QkPYb,"[0.464, 0.888, 0.828, 0.843, 1.0, 0.969, 0.664, 0.689, 0.164, 0.151, 0.134, 0.017]","[46.828, 83.985, -86.883, 21.152, -16.471, -48.405, -3.584, 27.786, -1.937, -7.036, -16.0, 9.248]"
0,158.70457,0.11986,0.563,-21.452,0.02006,-11.767,0.0,0dEIca2nhcxDUV8C5QkPYb,"[0.425, 0.252, 0.169, 0.142, 0.098, 0.078, 0.545, 0.606, 0.964, 1.0, 0.788, 0.027]","[44.121, 98.166, -31.27, 11.022, -22.265, -37.806, -25.15, 6.654, 12.164, 1.581, -1.851, -6.29]"
0,158.82443,0.13315,0.523,-20.488,0.00856,-12.593,0.0,0dEIca2nhcxDUV8C5QkPYb,"[0.842, 1.0, 0.805, 0.787, 0.725, 0.811, 0.225, 0.321, 0.226, 0.287, 0.273, 0.171]","[43.845, -20.318, -34.228, 24.174, -10.049, -53.354, 13.645, -21.386, -6.924, 15.895, -36.757, 10.463]"
0,158.9576,0.10585,0.404,-22.621,0.01158,-13.117,0.0,0dEIca2nhcxDUV8C5QkPYb,"[0.611, 0.823, 0.781, 0.727, 0.955, 1.0, 0.695, 0.717, 0.33, 0.391, 0.071, 0.259]","[40.96, -78.5, -44.484, 57.335, -11.177, -75.819, 25.009, -43.066, 17.078, 18.686, -23.744, 5.88]"
0,159.06345,0.24875,1.0,-24.648,0.02484,-5.147,0.0,0dEIca2nhcxDUV8C5QkPYb,"[0.578, 1.0, 0.088, 0.194, 0.167, 0.15, 0.121, 0.13, 0.103, 0.15, 0.039, 0.143]","[45.887, 29.336, -48.601, 64.133, -2.804, 23.205, 22.788, 8.101, 10.878, -18.006, 35.073, -19.689]"
0,159.3122,0.2615,0.839,-24.151,0.03087,-12.092,0.0,0dEIca2nhcxDUV8C5QkPYb,"[1.0, 0.714, 0.187, 0.223, 0.325, 0.186, 0.084, 0.214, 0.114, 0.85, 0.112, 0.215]","[41.285, 45.784, 32.111, 73.473, 16.579, 13.549, -7.568, -23.632, 4.022, -11.115, 11.59, -5.962]"
0,159.5737,0.25392,1.0,-30.102,0.04693,-6.365,0.0,0dEIca2nhcxDUV8C5QkPYb,"[1.0, 0.931, 0.053, 0.146, 0.408, 0.904, 0.092, 0.045, 0.048, 0.079, 0.045, 0.247]","[49.655, 74.566, -35.797, 30.928, -45.251, -7.918, -8.698, 5.606, -7.316, -3.985, -27.031, -9.583]"
0,159.82762,0.12816,0.32,-21.423,0.01522,-11.866,0.0,0dEIca2nhcxDUV8C5QkPYb,"[1.0, 0.615, 0.333, 0.339, 0.347, 0.296, 0.111, 0.154, 0.161, 0.47, 0.214, 0.193]","[39.115, 30.782, -3.855, 99.46, 12.23, -87.769, -8.177, -16.445, -12.813, 3.097, -11.158, -2.022]"
